text,label,categories
Clases genéricas de un curso de introducción. Me parecieron interesantes y útiles para clases que he tomado desde entonces.,BAJO,DESEMPEÑO DOCENTE
"¡Los PREVIOS son DIFÍCILES! No hay suficiente tiempo para responder las preguntas. Las preguntas son irrelevantes para cualquier cosa, son aleatorias y no hay forma de que alguien sepa la respuesta correcta. No tomes esta clase.",ALTO,PROCESOS DE EVALUACIÓN
"de verdad sabe su vaina, pero sus diapositivas no sirven de mucho. ofrece quices pa puntos extra un par de veces en el semestre asi que yo iria a clase",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Clases aburridas, no permite el uso de tecnología en las clases o debates, ofrece quices sorpresa para obtener puntos extra aproximadamente cuatro veces durante el semestre por hasta 12 puntos, por lo que vale la pena ir a clase. Las diapositivas están en línea, pero definitivamente no tienen toda la información que necesitas saber.",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"parce es una persona increiblemente inteligente, pero una profe terrible. la tuve pa una clase de introduccion pero actuaba como si se supusiera que ya sabiamos todo. se pasaba al menos la mitad de la clase hablando paja de nada importante y luego se preguntaba por que nadie entendia un carajo.",MEDIO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
"No dejaba que la clase usara tecnología para tomar apuntes, pero no importaba ya que proporcionaba las diapositivas de power point en ICON, todo lo que tenía que hacer era imprimirlas. Recomiendo tomar apuntes directamente en las diapositivas de power point que ella proporciona para la clase. Los previos son sobre las clases y el libro de texto. Explica todo en detalle. ¡Muchos puntos extra!",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Sutilmente mete sus puntos de vista políticos en las clases - liberal. Extremadamente condescendiente, dice al menos una vez a la semana ""oh, eres muy joven para saber quién es X"" cuando X es un político o celebridad prominente; intenta llevarnos de la mano en las clases. Toma notas de ejemplos extraños y obvios, los reformula y los pone como pregunta de previo.",MEDIO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"chamo Gran Profe. Un poquito yuca y hay burda de cosas pa leer pero es re inteligente e intenta durisimo ayudar a los chinos. Si pides cacao activamente sacaras un 5.0. No es una materia mantequilla pero si le echas ganas, puedes sacar un 5.0. El rango de 5.0 es bastante amplio tambien. Da muchisimos puntos extra.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
"Los previos son arbitrarios y difíciles. Las clases son confusas, aburridas y esporádicas. Sin curva y poco crédito extra. Evita a esta profesora a toda costa.",ALTO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"No ayuda, se sale del tema en la clase. No recomendaría esta clase, especialmente para una electiva general. Podría ser interesante, pero esta profesora es horriblemente aburrida.",MEDIO,DESEMPEÑO DOCENTE
pingo como profe fue la verga. su estilo pa enseñar es bacano y me mantuvo interesado. la forma en que se llevo el curso fue mi dolor de cabeza. la primera mitad del curso es pura lectura pesada que es pa alguien experto en el tema. los libros que leimos son mucho mas breves en la segunda mitad. la clase era mas que todo ella hablando frente a caras de confusion.,MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Horrible profesora. Pregunta cosas extremadamente arbitrarias en los previos. Dice que leas el libro de texto, pero honestamente tienes que saber las cosas aleatorias que ella decide. No tomes esta clase.",ALTO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Gran profesora. Muy inteligente, inspiradora y realmente se preocupa por los estudiantes. Tienes que amarla.",BAJO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
"Gran profesora. Muy conocedora en su campo. Tomé Introducción a las Relaciones Internacionales con ella, fue una clase difícil, pero si realmente vas a clase y lees el libro de texto no está mal. A veces puede ser un poco saltarina con el material, pero hace que el contenido sea fácil de entender. Muchas oportunidades de crédito extra también. La recomendaría.",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"toche sabe su vaina, pero los previos son imposibles. las clases dan ladilla y me cuesta burda entender lo que enseña. el debate tampoco ayuda mucho que digamos.",MEDIO,DESARROLLO DEL CONOCIMIENTO | PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"No es un profesor muy amigable, pero su clase es extremadamente fácil. Es difícil mantenerse despierto durante las clases, ¡pero toma su clase para sacar un 5.0 fácil!",BAJO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"mano intenta duro hacer que una clase aburrida sea divertida. no siempre responde las preguntas claro y a veces ni siquiera te da una respuesta, pero es un man re buena gente.",MEDIO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
"Conocedor. Extremadamente útil. Excelentes clases teóricas. Los laboratorios pueden ser difíciles, pero aprendes mucho de ellos.",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE
"parce una gran profe, es cuchilla, pero justa, y te va a pullar pa que des lo mejor de ti.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"A mucha gente no le agrada, pero creo que es útil una vez que sabes lo que busca. La clase es molesta, pero ella es tan servicial como puede ser.",MEDIO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
"Sí, esta (improperio borrado) es malvada. Intentó hacer que expulsaran a un amigo mío de la escuela por una cita ""mal citada"". Si yo fuera alguno de ustedes, estudiantes de los primeros años, contemplando tomarla, me alejaría leeejjjooooooos.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"chamo esta señora me perdio mi ultimo trabajo, que entregue a tiempo. y despues me clavo un cero (0.0).",ALTO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Oye, me puso 3.0 en todos mis trabajos. Si matriculas con ella, vas a tener que trabajar. Te hace trabajar con 3 ensayos grandes y 5 tareas. Yo tomaría con otro profesor si fuera tú.",MEDIO,PROCESOS DE EVALUACIÓN
"Se enfoca en los inmigrantes toda la clase, y califica más por las citas y el estilo MLA que por el contenido. No da nada más alto que un 3.0 a menos que tengas mucha suerte.",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"pingo la profe hace que los chinos entreguen borradores, pero no le hace criticas a los borradores como lo haria con el trabajo final, es una perdedera de tiempo... hace buenos debates en clase pero esta obsesionada con las citas y un trabajo bien escrito con errores de citas normalmente saca un 3.0.",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
Señora agradable pero no muy exitosa ni útil en el aspecto de la enseñanza.,MEDIO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
"toche si metes con ella no esperes sacar mas de un 4.0 en ningun trabajo, y mas te vale rogar no tener ninguna emergencia familiar por la que te toque faltar a clase, le clavo un 0.0 a un pana mio por faltar a clase por una emergencia grave.",ALTO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
Gran profesora... No sé de qué hablan ustedes los holgazanes dándole comentarios negativos... debería haber más como ella.,BAJO,DESEMPEÑO DOCENTE
"La tuve en el último medio semestre, el elevador del primer profesor no llegaba al último piso así que fue ""reemplazado"". Cualquier cosa era mejor. Sabía lo suyo, ofrecía ayuda fuera de clase. Muy detallista, revisa CADA cita, no olvides poner entre comillas ""el"" si lo usas.",BAJO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO | PROCESOS DE EVALUACIÓN
"No está abierta a las opiniones de los estudiantes, a la defensiva cuando se habla en su contra.",MEDIO,INTEGRACIÓN INTERPERSONAL
mano profe re inutil... uds los que hablan bien de ella deben ser o **** o chupandole el boligrafo. es un ser humano q no vale un toche.,ALTO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
"Vamos chicos, ella es bastante fácil, saqué un 5.0, solo un poco aburrida, eso es todo. Sugeriría tomarla para tener una nota fácil garantizada.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"La profesora no es tan mala como la pintan aquí. Sí, es una profesora dura y espera mucho trabajo, pero también está muy dispuesta a ayudarte con cualquier pregunta. Esta no es una clase imposible, pero debes estar preparado para trabajar.",BAJO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
parce Es.... Fue.... Y sigue siendo el mejor profe de tech.,BAJO,DESEMPEÑO DOCENTE
El mejor profesor de la historia. No podía creer que todavía estuviera enseñando aquí.,BAJO,DESEMPEÑO DOCENTE
"Gran profesor, aunque le cuesta pronunciar palabras simples... como oda, por ejemplo...",BAJO,DESEMPEÑO DOCENTE
De la nada suelta comentarios sobre lo sexy que es. A veces la gente simplemente no entiende.,MEDIO,INTEGRACIÓN INTERPERSONAL
chamo el profe es el mas aspero... sigan dandole,BAJO,SIN CATEGORIA
El peor profesor. Qué perdedor.,MEDIO,DESEMPEÑO DOCENTE
Sería un profesor mucho mejor si leyera el libro del Lejano Oeste del que habla.,MEDIO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE
Este tipo se queja de todo. Qué bufón.,MEDIO,INTEGRACIÓN INTERPERSONAL
pingo los malos profes no pierdan su tiempo con esta clase estupida por culpa de este profe estupido,MEDIO,DESEMPEÑO DOCENTE
"La única razón por la que este profesor sigue aquí es porque está casado con la decana. Nos dijo que no tendríamos un examen final, y luego nos sale con un trabajo final de 12 páginas y un examen final que cubría más de 2000 páginas de lectura. La clase era ridículamente aburrida al punto de ser hilarante. Parece un 5.0 fácil, pero NO LO FUE. ¡La clase APESTA!",ALTO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"No tomen esta clase. Fue más como una clase aburrida de teología que de inglés. Me sentí poco preparado porque no me sabía la Biblia de memoria. También nos dijo que no habría examen final, y lo hubo, además de un trabajo final. Fui a buscar su ayuda una vez, y no me ayudó para nada y me dijo que era malo en su clase de inglés porque estaba en la MSB. ¡¡EVÍTENLO!!",ALTO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL
"Su clase fue una pérdida total de tiempo y matrícula. No tomes esta clase a menos que puedas citar la Biblia de memoria y tomar los textos religiosos en su significado literal. No hablarás de ningún tema típico de ""inglés"" en esta clase, es puramente religión. De hecho, me acabo de dar cuenta de algo: ESTO NO DEBERÍA SER UNA CLASE DE INGLÉS. ES TEOLOGÍA.",ALTO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
absolutamente espantoso. ¿cómo este hombre todavía tiene trabajo aquí?,ALTO,DESEMPEÑO DOCENTE
pingo no puedo recomendar mas fuertemente que NO metan esta clase. el profe no hace ni un esfuerzo pa analizar las obras objetivamente o ponerlas en un contexto historico--se siente mas como una clase de religion de sexto grado.,ALTO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE
"Aunque el profesor tiene buenas intenciones, trata el tema de una manera poco interesante. Se enfoca en los aspectos más irrelevantes y menos interesantes de las lecturas. Además, a menudo es irracional al discutir los textos y actúa dogmáticamente cuando se le pregunta sobre estas interpretaciones.",MEDIO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL
"El profesor es una persona muy agradable. Le cuesta expresarse en clase, pero individualmente es de gran ayuda. La carga de lectura para su clase fue bastante ligera y solo un trabajo final para la nota. Sin parciales ni final. Entradas de blog semanales y un fuerte énfasis en la discusión en clase.",BAJO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Es dulce y puede ser divertida a veces. Su acento es difícil de entender, pero siempre está dispuesta a ayudar. Aparte de eso, la clase es terriblemente espantosa. Es pura clase magistral, algunos videos. Debes seguir las noticias antes de la clase. TIENES QUE estudiar para sus previos, te da muchísima información y realmente no le gusta cuando los estudiantes faltan a clase.",MEDIO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"La clase se basó principalmente en debates y películas. Los previos se curvan muchísimo. En general, es una profesora muy amable y quiere ponerte una buena nota.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"la profe fue una gran profesora. mi unico peo fue que te tira burda de info pal los previos, asi que asegurense de estudiar. aunque la gente les diga que ella hace curva, no cuenten con eso. igual es muy buena gente y la carga de trabajo es suave. ¡matriculen con ella!",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
"¡es súper amable y muy linda! la clase es bastante aburrida pero es muy fácil, ella hace curva en los previos.",BAJO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
La profesora es una de las instructoras más lindas de King's. Le da a los estudiantes un fajo de apuntes en uno de los primeros días de clase y lo lee palabra por palabra durante todo el semestre. La clase en realidad es interesante. Los previos son bastante fáciles si prestas atención en clase y hace unas curvas tremendas. Muy recomendada.,BAJO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"¡la amé! ¡es la mejor! ¡si te gustan las clases aburridas pero súper fáciles, tómala! ¡y para culturas islámicas ella es muy divertida! ¡los previos no son más que súper fáciles!",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
Ella es una profesora maravillosa. Disfruté su clase y aprendí mucho de ella. Tomen su curso.,BAJO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
es de mucha ayuda y esta dispuesta a ayudar si vas colgado y la clase es re interesante,BAJO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
ella es una de las mejores profesoras que he tenido. Bonita personalidad y muy clara.,BAJO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
parce es re enredada. pero es buena gente y si le ruegas por un repaso te lo da. lee el libro pa los previos. no lo necesitas pa la clase. aunque es taaan aburrida. habla y habla y probablemente te quedes dormido. clase breve excepto por los previos.,MEDIO,DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
extremadamente amable y conocedora y servicial,BAJO,INTEGRACIÓN INTERPERSONAL | DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE
"Es una profesora maravillosa, muy amable, con conocimientos y justa. Tomen su curso.",BAJO,INTEGRACIÓN INTERPERSONAL | DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
Es una profesora maravillosa. Sabe mucho y le agrada muchísimo a todo el mundo.,BAJO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL
"chamo agarrense, preparense pa morirse del aburrimiento. y de paso, preparense pa que les evalue material que ni dio. parenle bolas a sus caras, porque te mirara como si estuvieras haciendo algo malo. es tan paranoica con la copia que de hecho da risa. es dificil entenderle y dificil escucharla. NO MATRICULEN.",ALTO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
"¡Difícil de entender y nos dijo que no quería que usáramos el baño durante su clase! ¿Qué edad tenemos? Si alguien tiene que usar el baño, es su responsabilidad tanto por su salud como por su comodidad. Nunca encontré algo así con ningún otro profesor en toda mi carrera universitaria. Estaba en shock.",ALTO,DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL
"Es bastante amable y estuvo dispuesta a ayudarme cuando me enfermé y me atrasé en clase. Conoce bien el material de la clase. La cantidad de apuntes puede ser abrumadora. Pero, los previos se curvan mucho y las notas son bastante generosas, así que si te esfuerzas serás recompensado.",BAJO,INTEGRACIÓN INTERPERSONAL | DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Gran tipo, gran profesor. Tomen esta clase. Muy recomendado. Devry apesta, pero este tipo es asombroso.",BAJO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
"toche el profe es la verga. este es el tipo de profe que te da ganas de ir a clase y aprender. si las matematicas te dan duro, entonces este es el profe que quieres.",BAJO,DESEMPEÑO DOCENTE
"su profesor es muy fácil, pasa tiempo con los estudiantes antes y después de la clase, es el mejor profesor en estadística, da muchos puntos extra... ¡el mejor!",BAJO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"Ella está TAN sesgada políticamente que te menospreciará frente a todos si tienes una opinión diferente, a pesar de que ELLA PREGUNTÓ CUÁLES ERAN TUS OPINIONES. Ella también cree que debemos deshacernos de las matemáticas y las ciencias y centrarnos en el arte. Estoy intentando ser asistente médico, ¿qué significa eso para mi trabajo?",ALTO,INTEGRACIÓN INTERPERSONAL
Te hará imprimir casi todas las lecturas de la clase. Tendrás al menos tres lecturas cada noche de al menos 6 páginas. Cantidad de trabajo indignante.,MEDIO,DESEMPEÑO DOCENTE
"Si eres de la carrera de diseño, como lo era yo, no te recomiendo que tomes clase con ella. Su clase es demasiado exigente. Asumió que su clase era la más importante cuando ni siquiera era relevante para mi carrera. Espera leer más de 20 páginas cada noche y tener mucha tarea. Asigna un trabajo largo que se divide en otros más pequeños, pero igual te lo pone difícil.",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"mano profe horrible. la peor profe que he tenido. los debates en clase son re aburridos, la clase mas yuca que he visto. toneladas de lectura y camello y te pone a escribir preguntas de debate pa cada vaina que lees todas las noches. califica re duro y los trabajos son largos y arrechos! huyanle!",ALTO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
¡esta clase expandirá tu mente!,BAJO,DESARROLLO DEL CONOCIMIENTO
"¡Te amo, MEJOR PROFESORA DE LA HISTORIA!",BAJO,DESEMPEÑO DOCENTE
"la clase es demasiado liberal, pero las lecturas son interesantes. cantidad de trabajo promedio. no me gustaron los trabajos, pero ella es MUY comprensiva. una señora extremadamente amable y dispuesta a ayudar si se lo pides. la clase esta armada como un debate, lo que la hace divertida e interesante. los trabajos no son interesantes, buena clase",BAJO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"señora amable, debates interesantes (la mayoría de las veces). mucha lectura para cada clase pero no es tan malo. los trabajos de investigación (2) requieren mucho trabajo, pero en general no es una mala profesora.",BAJO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"pingo TREMENDA profe, clases interesantes y muy buena persona.... aprendi un monton con ella y mejore muchisimo mi redaccion pppeeerooo si metes esta materia preparate pa camellar!!!.. no me arrepiento pero como estudiante de diseño fue BURDA de dificil seguirle el ritmo a veces!",BAJO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"TERRIBLE, calificadora imposible, lee CADA clase y toneladas de proyectos de investigación y trabajo.",ALTO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Si tomas esta clase tendrás un montón de trabajo, ella te matará con los trabajos. Definitivamente esta no es una clase para tomar si tienes muchas cosas que hacer. Gran profesora y clases interesantes a veces, pero si eres de diseño con mucho trabajo, quizás quieras pensarlo dos veces.",MEDIO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"la mejor profesora del mundo, ¡Inglaterra nunca debió dejarla ir!",BAJO,DESEMPEÑO DOCENTE
Es brillante y atractiva a la vista.,BAJO,DESEMPEÑO DOCENTE 
chamo unas vainas re raras las que nos toco estudiar- era demasiado liberal por mas mente abierta que seas.,MEDIO,DESEMPEÑO DOCENTE
"Hola, soy la profesora... Déjame empujarte mi libro en la cara. Es fantástico.",MEDIO,INTEGRACIÓN INTERPERSONAL
"No tomes esta clase, si tienes algún tipo de vida o no te gusta leer, porque eso es todo lo que harás en esta clase, leer, sin embargo aprenderás mucho sobre Gran Bretaña, pero no te recomendaría tomarla.",MEDIO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
"horrible. no la recomendaría a menos que estés en ""running start"" y no tengas trabajo. dice que repasa la tarea para que puedas tener la respuesta correcta cuando la entregues. no es cierto. corre por la clase tan rápido y espera que lo captes y lo repitas, pero a menos que ya tengas una base un poco sólida de español, te quedarás atrás.",ALTO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Si tienes otros compromisos o no tienes una buena base de español, te espera la peor clase de tu vida. Pasé unas 2 horas por noche solo en la tarea que ""repasamos"" y nunca ayudó porque para cuando arreglabas un error en la pregunta 1, ella iba por la pregunta 8.",ALTO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"toche una personalidad re extravagante, divertida y directa, que me encanto. es muy seria con que te tomes el tiempo pa aprender, pero aprender un idioma es yuca y ella te esta preparando pa hablar, escribir, y hasta cantar en español. la asistencia es re importante y tambien recomendaria hacer los puntos extra que te ayudaran hacia el final a sacar un 5.0.",BAJO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Amo mucho a esta profesora. Sus clases pueden ser exigentes. Si faltas, o no vas, te espera un mundo de dolor. Cada día hay material nuevo de estudio. Solo haz tu lectura, haz tu tarea, prepárate, y puedes aprender mucho. Su claridad a veces era un problema, siempre les preguntaba a los demás estudiantes (¿qué dijo?).",MEDIO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
Esta es la peor clase que he tomado. Un nuevo idioma es difícil de empezar. La mayoría de los estudiantes habían aprendido español en la escuela secundaria pero yo no. Ella no me ayuda en absoluto. Prefiero pasar tiempo con el tutor que pasar cualquier miserable segundo en su clase. Nunca recomendaría esta clase si esta es la primera vez que empiezas a aprender español.,ALTO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
Nunca me había sentido como si estuviera en la escuela secundaria mientras estaba en la universidad hasta que tomé su clase. Valora la participación en clase y completar la tarea diaria más que cualquier otro instructor que haya tenido.,MEDIO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Aunque la profesora es una señora muy agradable y encantadora, es muy difícil aprender de ella como profesora. Espera que pases 2-3 horas al día haciendo tareas, y luego ni siquiera califica la mayor parte, así que no sabes si lo estás haciendo bien. Pasa a toda velocidad por el material nuevo y no tiene tiempo para responder las preguntas de los estudiantes. No la recomiendo.",ALTO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Tienes que trabajar muy duro. La asistencia es obligatoria. Muchas tareas con altas calificaciones. (Aprendo más estudiando el material con la tarea como guía, no haciendo horas de completar espacios en blanco) - 4.5 en el primer previo y 4.0 en el segundo (con todos los puntos extra y siendo mi única clase). Apasionada, pero necesita ajustar su estilo de enseñanza. Ojalá hubiera otro profesor de día.",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"mano vi su clase hace un año, y ahora estoy viendo su segunda clase. es una de mis profes favoritas. esto es porque aprendi muchas vainas valiosas tomando su materia. ahora hablo 4 idiomas incluyendo español. solo metan su clase si les interesa aprender español.",BAJO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
HAZLO: Toma esta clase si quieres aprender el idioma. Ningún otro profesor se le compara. NO LO HAGAS: Tomes esta clase si solo necesitas pasar porque debes trabajar muy duro.,BAJO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
"La profesora fue la peor instructora que he tenido. Escogía estudiantes favoritos, hacía que esos estudiantes calificaran los previos de sus compañeros (una violación absoluta de la privacidad ahí), corría en sus clases, exhibía al estudiante que no le agradaba frente a toda la clase, y simplemente era grosera. Absolutamente NO la recomiendo.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Si no has tomado español antes, prepárate para estar atrasado el primer día. La profe avanza rápido y no se detiene más de un minuto para ayudar a nadie. La tarea diaria es pesada y no es comprensiva si faltas a una entrega. Muy sesgada hacia sus estudiantes favoritos y te señalará fácilmente si te atrasas.",ALTO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
parce esta clase fue un fastidio. no me imagino a nadie pasando a menos que hayan visto español en el colegio. tuve 2-4 horas de tarea CADA DIA. hasta me toco cancelar otra materia solo pa llevarle el ritmo. el material salta de un lado a otro y es burda de dificil de digerir con su metodo de enseñanza. sugiero muchisimo un grupo de estudio. al menos saque buena nota.,ALTO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Si quieres un 5.0 fácil, no es una opción. Pero es una profesora realmente entusiasta y sabe lo que hace. Hay muchas tareas y se espera que las entregues, pero son muy útiles. ¡También es bastante generosa al poner las notas y hay muchas oportunidades de puntos extra!",BAJO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Si no fuera por la clase de español de la secundaria que tomé antes, me habría ido horrible en esta clase. No es la mejor profesora. Creo que tendrías que pasar mucho tiempo fuera de clase si nunca has tomado español antes.",MEDIO,DESEMPEÑO DOCENTE
"Si quieres un 5.0 fácil porque tomaste español en la secundaria, NO la tomes. Si quieres aprender a hablar español, por favor tómala. La profesora sabe lo suyo. Sí asigna mucha tarea. Toda la tarea debe entregarse para recibir una nota. Es exigente, pero da muchas oportunidades de puntos extra.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN | DESARROLLO DEL CONOCIMIENTO
"La clase de la profesora era una clase ""Intensiva"" así que solo duró 5 semanas, así que tienes que sumergirte en la clase. Lo disfruté, y al haber visto español antes realmente aprecié su estilo. Ella es culturalmente rica en información, y desglosa el idioma muy bien. NO la tomes con clases muy exigentes, ya que esto te consumirá con tareas, ¡pero tómala!",BAJO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO | PROCESOS DE EVALUACIÓN
"Necesita reconsiderar su estilo de enseñanza. Es muy clara, pero se apresura y la clase no tiene muchas actividades de práctica de conversación.",MEDIO,DESEMPEÑO DOCENTE
"toche la profe es honestamente LA MEJOR. estoy re feliz de haber metido Chino por todos los profes tan asperos. aunque se mantiene re ocupada, la profe, como una de ellas, es util, clara, atenta y motivadora. es como nuestra mama.",BAJO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
"La profesora es una profesora INCREÍBLE. Utiliza eficazmente su experiencia docente al máximo, presentando el material de forma clara. Se asegura de que sus alumnos no solo entiendan, sino que retengan la información que ella da. Además, comparte detalles de la cultura china que ayudan a iluminar las lecciones.",BAJO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
"Es intimidante al principio y puede ser un poco brusca cuando claramente no has hecho el trabajo, pero es una profesora espectacular y realmente se preocupa por los estudiantes que están dispuestos a esforzarse. La clase en sí requiere mucho trabajo y se reúne todos los días, pero aprendes muchísimo de ella.",BAJO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
"Tomé clases de chino y literatura con la profe y me pareció una profesora apasionada, brillante, empática y amable. Trabaja más duro por sus estudiantes de lo que la mayoría de los profesores podrían imaginar. Siempre elige material fascinante para enseñar en las clases de literatura y es estructurada y exhaustiva en las clases de chino. Es simplemente asombrosa.",BAJO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL | DESARROLLO DEL CONOCIMIENTO
